"2975","5916 TYNDALL AVENUE, New York, NY, 10471","Match","Non_Exact","5916 TYNDALL AVE, BRONX, NY, 10471","-73.90118,40.907112","80296184","R"
"1843","1235 GRAND CONCOURSE 305, New York, NY, 10452","Match","Non_Exact","1235 GRAND CONCOURSE, BRONX, NY, 10452","-73.91764,40.834587","640809987","L"
"513","2367 HUGHES AVENUE, New York, NY, 10458","Match","Non_Exact","2367 HUGHES AVE, BRONX, NY, 10458","-73.88721,40.854813","80301565","L"
"512","2505 HOFFMAN STREET, New York, NY, 10458","Match","Non_Exact","2505 HOFFMAN ST, BRONX, NY, 10458","-73.88664,40.858093","80299065","L"
"1844","1235 GRAND CONCOURSE 122, New York, NY, 10452","Match","Non_Exact","1235 GRAND CONCOURSE, BRONX, NY, 10452","-73.91764,40.834587","640809987","L"
"2974","5914 TYNDALL AVENUE, New York, NY, 10471","Match","Non_Exact","5914 TYNDALL AVE, BRONX, NY, 10471","-73.90118,40.907093","80296184","R"
"511","576 EAST 187 STREET, New York, NY, 10458","Match","Non_Exact","576 E 187TH ST, BRONX, NY, 10458","-73.88822,40.8559","80301458","R"
"1841","1235 GRAND CONCOURSE 320, New York, NY, 10452","Match","Non_Exact","1235 GRAND CONCOURSE, BRONX, NY, 10452","-73.91764,40.834587","640809987","L"
"2977","5902 DELAFIELD AVE, New York, NY, 10471","Match","Non_Exact","5902 DELAFIELD AVE, BRONX, NY, 10471","-73.903114,40.906876","80296178","R"
"510","2390 HOFFMAN STREET, New York, NY, 10458","Match","Non_Exact","2390 HOFFMAN ST, BRONX, NY, 10458","-73.88868,40.855755","80301457","R"
"1842","1235 GRAND CONCOURSE 207, New York, NY, 10452","Match","Non_Exact","1235 GRAND CONCOURSE, BRONX, NY, 10452","-73.91764,40.834587","640809987","L"
"2976","5927 FIELDSTON ROAD, New York, NY, 10471","Match","Non_Exact","5927 FIELDSTON RD, BRONX, NY, 10471","-73.900276,40.90717","80296259","L"
"2971","436 WEST 259, New York, NY, 10471","No_Match"
"1840","1235 GRAND CONCOURSE 311, New York, NY, 10452","Match","Non_Exact","1235 GRAND CONCOURSE, BRONX, NY, 10452","-73.91764,40.834587","640809987","L"
"2970","436 WEST 259 STREET, New York, NY, 10471","Match","Non_Exact","436 W 259TH ST, BRONX, NY, 10471","-73.902855,40.90667","80296180","L"
